Year,Population,Pop. Black,Pop. white,Pop_in_labor_force,Workers_16_yrs_and_over,Population_25yrs_and_over,"# persons 12th grade, no diploma",# persons age 25+ graduated high school,# persons Associate's degree,# persons Bachelor's degree,Percent graduated high school,Percent earned Associate's degree,Percent earned Bachelor's degree
"Baltimore, 2016",614664,384465,189260,312075,280107,422984,8396,104573,21293,69590,24.7,5.0,16.5
